Time	Acceleration - Dev3_ai0	Acceleration - Dev3_ai1	Acceleration - Dev3_ai2
3.802344E-1	4.002082E-3	1.032248E-2	2.368454E-3
3.808398E-1	5.790060E-4	5.164030E-4	-1.163927E-3
3.814453E-1	5.490907E-3	9.089854E-3	4.979609E-3
3.820508E-1	2.128848E-3	5.263837E-3	5.485978E-3
3.826562E-1	1.652912E-3	4.891609E-3	2.453647E-4
3.832617E-1	5.381075E-3	5.654371E-3	1.990202E-3
3.838672E-1	3.922760E-3	5.593350E-3	2.716201E-3
3.844727E-1	3.678690E-3	1.279166E-3	2.734503E-3
3.850781E-1	4.557341E-3	9.816003E-3	4.735576E-3
3.856836E-1	4.362085E-3	6.404930E-3	-7.797928E-5
3.862891E-1	4.227847E-3	6.319500E-3	1.672959E-3
3.868945E-1	2.818345E-3	4.311909E-3	3.698434E-3
3.875000E-1	1.445453E-3	5.835261E-4	5.748095E-4
3.881055E-1	3.794623E-3	8.497950E-3	1.587547E-3
3.887109E-1	4.215643E-3	7.997578E-3	3.692334E-3
3.893164E-1	4.526832E-3	5.947272E-3	2.124420E-3
3.899219E-1	4.551239E-3	6.459848E-3	5.815423E-3
3.905273E-1	4.496323E-3	9.346142E-3	2.960234E-3
3.911328E-1	3.764114E-3	4.147153E-3	1.300808E-3
3.917383E-1	6.656339E-3	8.076905E-3	3.863157E-3
3.923437E-1	4.008184E-3	1.968703E-3	3.692334E-3
3.929492E-1	5.869215E-3	7.771800E-3	1.752270E-3
3.935547E-1	6.735662E-3	5.465206E-3	1.965581E-4
3.941602E-1	4.825817E-3	3.616270E-3	6.114145E-4
3.947656E-1	3.758013E-3	5.434696E-3	4.430534E-3
3.953711E-1	4.355983E-3	6.667320E-3	5.583591E-3
3.959766E-1	5.295651E-3	5.263837E-3	1.642455E-3
3.965820E-1	4.343780E-3	5.160101E-3	3.381191E-3
3.971875E-1	2.970888E-3	7.680268E-3	5.205340E-3
3.977930E-1	3.550553E-3	2.060234E-3	1.337413E-3
3.983984E-1	7.583804E-3	8.107415E-3	9.286577E-4
3.990039E-1	4.575646E-3	3.060979E-3	1.868185E-3
3.996094E-1	4.795308E-3	5.422491E-3	3.436099E-3
4.002148E-1	4.886834E-3	3.018264E-3	4.814886E-3
4.008203E-1	6.619729E-3	8.107415E-3	2.130521E-3
4.014258E-1	6.357354E-3	4.006804E-3	1.313010E-3
4.020313E-1	4.850224E-3	1.114016E-2	5.534784E-3
4.026367E-1	5.051581E-3	2.469075E-3	3.192066E-3
4.032422E-1	5.497008E-3	5.581146E-3	1.276405E-3
4.038477E-1	3.666486E-3	3.396594E-3	6.968261E-4
4.044531E-1	2.586478E-3	9.740605E-4	2.063412E-3
4.050586E-1	3.690893E-3	4.342420E-3	4.857592E-3
4.056641E-1	5.661755E-3	8.430827E-3	4.339022E-3
4.062695E-1	4.490221E-3	6.832077E-3	7.944394E-4
4.068750E-1	3.709199E-3	5.123489E-3	4.107190E-3
4.074805E-1	5.143108E-3	3.762720E-3	3.661830E-3
4.080859E-1	2.928176E-3	2.670444E-3	2.026807E-3
4.086914E-1	5.924130E-3	8.473541E-3	2.569781E-3
4.092969E-1	2.818345E-3	3.842048E-3	1.685161E-3
4.099023E-1	4.233948E-3	5.074672E-3	1.441127E-3
4.105078E-1	5.521415E-3	5.922864E-3	4.711172E-3
4.111133E-1	3.635978E-3	8.430827E-3	2.966335E-3
4.117188E-1	4.642765E-3	5.147897E-3	2.246437E-3
4.123242E-1	4.105812E-3	6.600197E-3	3.332385E-3
4.129297E-1	3.092923E-3	1.889376E-3	2.435563E-3
4.135352E-1	4.691579E-3	1.020654E-2	5.864229E-3
4.141406E-1	1.427148E-3	4.568197E-3	-6.148523E-4
4.147461E-1	3.770216E-3	3.067081E-3	3.978855E-4
4.153516E-1	4.642765E-3	6.911404E-3	4.796584E-3
4.159570E-1	6.645986E-5	1.633087E-3	2.905327E-3
4.165625E-1	3.965472E-3	4.830588E-3	-5.355415E-4
4.171680E-1	5.387177E-3	6.044906E-3	1.788875E-3
4.177734E-1	4.478018E-3	4.989242E-3	1.477732E-3
4.183789E-1	2.952583E-3	5.379777E-3	3.368990E-3
4.189844E-1	3.934963E-3	1.048723E-2	3.875359E-3
4.195898E-1	2.763429E-3	2.542300E-3	-3.342141E-4
4.201953E-1	3.745809E-3	7.399572E-3	3.210368E-3
4.208008E-1	2.635292E-3	4.568197E-3	5.144331E-3
4.214062E-1	2.507156E-3	4.403441E-3	6.541203E-4
4.220117E-1	5.930232E-3	1.001127E-2	3.002940E-3
4.226172E-1	6.454982E-3	9.669553E-3	3.606922E-3
4.232227E-1	4.142422E-3	4.080029E-3	2.581983E-3
4.238281E-1	4.715986E-3	6.984629E-3	3.930266E-3
4.244336E-1	5.606840E-3	5.068570E-3	8.127419E-4
4.250391E-1	2.623089E-3	3.628474E-3	1.252002E-3
4.256445E-1	6.076674E-3	8.314887E-3	3.911964E-3
4.262500E-1	5.661755E-3	5.245531E-3	3.039545E-3
4.268555E-1	6.869900E-3	6.990731E-3	4.954987E-4
4.274609E-1	5.545822E-3	4.098336E-3	3.594720E-3
4.280664E-1	2.134950E-3	5.587248E-3	3.710636E-3
4.286719E-1	3.947167E-3	4.379032E-3	4.674567E-3
4.292773E-1	4.691579E-3	6.319500E-3	1.508237E-3
4.298828E-1	3.904454E-3	4.989242E-3	1.550942E-3
4.304883E-1	5.625145E-3	1.012721E-2	5.235844E-3
4.310937E-1	3.989879E-3	2.408054E-3	1.941395E-3
4.316992E-1	8.291605E-3	6.130335E-3	1.087279E-3
4.323047E-1	7.345836E-3	7.289734E-3	3.021242E-3
4.329102E-1	4.166829E-3	5.269939E-3	3.021242E-3
4.335156E-1	7.223801E-3	6.014395E-3	3.850955E-3
4.341211E-1	6.204810E-3	8.430827E-3	4.284114E-3
4.347266E-1	2.970888E-3	5.025855E-3	1.239800E-3
4.353320E-1	1.451555E-3	2.792486E-3	1.788875E-3
4.359375E-1	4.941750E-3	5.861843E-3	2.935831E-3
4.365430E-1	3.666486E-3	3.335573E-3	2.258639E-3
4.371484E-1	4.166829E-3	9.846514E-3	2.642991E-3
4.377539E-1	5.063785E-3	4.433951E-3	3.063948E-3
4.383594E-1	5.942435E-3	5.031957E-3	2.191529E-3
4.389648E-1	1.951898E-3	3.213531E-3	3.057847E-3
4.395703E-1	2.952583E-3	7.588737E-3	1.563144E-3
4.401758E-1	3.666486E-3	1.193736E-3	-7.551714E-4
4.407813E-1	5.472602E-3	7.106671E-3	2.844318E-3
4.413867E-1	3.184449E-3	4.403441E-3	3.771644E-3
4.419922E-1	2.946481E-3	5.373675E-3	1.886488E-3
4.425977E-1	5.759383E-3	4.256990E-3	1.026271E-3
4.432031E-1	3.605469E-3	5.227224E-3	2.673495E-3
4.438086E-1	4.081405E-3	8.796953E-3	5.955742E-3
4.444141E-1	4.801410E-3	7.088365E-3	4.741676E-3
4.450195E-1	3.861742E-3	6.051008E-3	2.087597E-4
4.456250E-1	4.026489E-3	4.830588E-3	2.630789E-3
4.462305E-1	2.616987E-3	4.635321E-3	3.387292E-3
4.468359E-1	2.067831E-3	6.872618E-4	1.386220E-3
4.474414E-1	6.918714E-3	9.059343E-3	1.886488E-3
4.480469E-1	2.354612E-3	8.825290E-4	7.822378E-4
4.486523E-1	3.568859E-3	4.580402E-3	3.375091E-3
4.492578E-1	3.330891E-3	3.915273E-3	4.900298E-3
4.498633E-1	3.282077E-3	6.337806E-3	8.676494E-4
4.504687E-1	2.769531E-3	2.401952E-3	-2.488025E-4
4.510742E-1	4.075303E-3	6.008293E-3	3.918064E-3
4.516797E-1	2.897667E-3	9.740605E-4	2.093916E-3
4.522852E-1	3.440722E-3	6.667320E-3	1.733967E-3
4.528906E-1	5.161413E-3	7.436184E-3	1.813278E-3
4.534961E-1	3.416315E-3	3.073183E-3	1.624152E-3
4.541016E-1	5.228532E-3	6.923608E-3	4.522047E-3
4.547070E-1	4.667172E-3	5.867945E-3	3.948569E-3
4.553125E-1	4.148524E-3	9.156977E-3	2.478268E-3
4.559180E-1	3.910556E-3	6.685626E-3	3.002940E-3
4.565234E-1	4.850224E-3	7.625350E-3	4.400030E-3
4.571289E-1	3.794623E-3	2.993856E-3	3.619124E-3
4.577344E-1	2.629191E-3	5.739801E-3	9.591618E-4
4.583398E-1	3.031906E-3	5.813026E-3	1.581446E-3
4.589453E-1	7.022443E-3	8.449133E-3	3.234771E-3
4.595508E-1	6.302438E-3	6.148641E-3	4.290215E-3
4.601562E-1	4.172931E-3	5.794720E-3	1.538741E-3
4.607617E-1	7.693635E-3	8.589481E-3	2.649092E-3
4.613672E-1	3.617673E-3	4.842792E-3	2.496571E-3
4.619727E-1	4.142422E-3	1.547658E-3	1.581446E-3
4.625781E-1	3.965472E-3	6.862587E-3	3.326284E-3
4.631836E-1	2.012915E-3	5.111284E-3	5.931120E-4
4.637891E-1	5.277346E-3	6.441542E-3	2.222034E-3
4.643945E-1	8.108553E-3	1.048113E-2	5.998447E-3
4.650000E-1	3.733606E-3	2.987754E-3	3.192066E-3
4.656055E-1	3.837335E-3	6.301194E-3	2.301344E-3
4.662109E-1	5.039378E-3	5.904557E-3	3.570317E-3
4.668164E-1	4.380390E-3	4.702444E-3	1.465531E-3
4.674219E-1	5.112599E-3	2.969447E-3	3.655729E-3
4.680273E-1	5.094294E-3	1.001127E-2	4.284114E-3
4.686328E-1	2.684106E-3	1.736823E-3	-1.432364E-3
4.692383E-1	3.758013E-3	6.069314E-3	1.374018E-3
4.698438E-1	7.260411E-3	7.149386E-3	5.913036E-3
4.704492E-1	3.562757E-3	5.324858E-3	2.569781E-3
4.710547E-1	4.307169E-3	5.770311E-3	1.550942E-3
4.716602E-1	4.032591E-3	6.447644E-3	4.021778E-3
4.722656E-1	4.185134E-3	5.758107E-3	3.948569E-3
4.728711E-1	2.256985E-3	5.806924E-3	4.082787E-3
4.734766E-1	4.581747E-3	6.246275E-3	2.087597E-4
4.740820E-1	6.381761E-3	7.405674E-3	2.374554E-3
4.746875E-1	4.697681E-3	8.504052E-3	3.796048E-3
4.752930E-1	3.788521E-3	3.567453E-3	2.673495E-3
4.758984E-1	7.876687E-3	6.600197E-3	1.422825E-3
4.765039E-1	5.356668E-3	4.385134E-3	1.837681E-3
4.771094E-1	4.960055E-3	8.644400E-3	3.680132E-3
4.777148E-1	5.820401E-3	6.160846E-3	5.363961E-3
4.783203E-1	3.190551E-3	4.336318E-3	1.136086E-3
4.789258E-1	2.452240E-3	3.067081E-3	1.172473E-4
4.795313E-1	3.123432E-3	7.338551E-3	3.613023E-3
4.801367E-1	8.901948E-4	1.395105E-3	9.408593E-4
4.807422E-1	3.459027E-3	5.019753E-3	2.813814E-3
4.813477E-1	3.983777E-3	6.063212E-3	1.904790E-3
4.819531E-1	4.471916E-3	4.354624E-3	2.203731E-3
4.825586E-1	5.503110E-3	6.246275E-3	2.508773E-3
4.831641E-1	2.604784E-3	2.566709E-3	2.014605E-3
4.837695E-1	3.867844E-3	4.269195E-3	1.050456E-4
4.843750E-1	2.458342E-3	3.878660E-3	1.782774E-3
4.849805E-1	3.013600E-3	5.806924E-3	2.539277E-3
4.855859E-1	3.422417E-3	4.031213E-3	2.362353E-3
4.861914E-1	3.873946E-3	9.645145E-3	3.228671E-3
4.867969E-1	2.281391E-3	4.519381E-3	2.472168E-3
4.874023E-1	6.082776E-3	8.552869E-3	4.229207E-3
4.880078E-1	4.130219E-3	4.372930E-3	3.082251E-3
4.886133E-1	2.543766E-3	5.379777E-3	2.880705E-4
4.892187E-1	3.648181E-3	6.569686E-3	3.051747E-3
4.898242E-1	3.111228E-3	7.027344E-3	3.204267E-3
4.904297E-1	2.525461E-3	7.421807E-4	7.578344E-4
4.910352E-1	4.105812E-3	7.082263E-3	3.631325E-3
4.916406E-1	4.758698E-3	7.607043E-3	2.844318E-3
4.922461E-1	3.715300E-3	4.220378E-3	2.197630E-3
4.928516E-1	7.833975E-3	9.455980E-3	3.991274E-3
4.934570E-1	3.574960E-3	3.884762E-3	2.081715E-3
4.940625E-1	4.282762E-3	7.680268E-3	1.666858E-3
4.946680E-1	3.666486E-3	1.273063E-3	1.880387E-3
4.952734E-1	4.417000E-3	4.061723E-3	2.929730E-3
4.958789E-1	2.055627E-3	2.981651E-3	2.972436E-3
4.964844E-1	5.277346E-3	1.115847E-2	3.521510E-3
4.970898E-1	5.558026E-3	5.160101E-3	1.978000E-3
4.976953E-1	8.517370E-3	1.021874E-2	5.217541E-3
4.983008E-1	3.080719E-3	1.529352E-3	1.959698E-3
4.989062E-1	3.080719E-3	4.818384E-3	1.898690E-3
4.995117E-1	3.788521E-3	4.421747E-3	1.788875E-3
5.001172E-1	4.941750E-3	3.408798E-3	1.984101E-3
5.007227E-1	6.052267E-3	4.275297E-3	3.979073E-3
5.013281E-1	4.911241E-3	8.595583E-3	4.973508E-3
5.019336E-1	5.082090E-3	4.769567E-3	-4.562307E-4
5.025391E-1	6.955324E-3	7.710779E-3	3.039545E-3
5.031445E-1	6.967528E-3	9.041037E-3	6.785454E-3
5.037500E-1	3.928861E-3	1.602577E-3	3.149360E-3
5.043555E-1	4.630561E-3	7.552124E-3	7.212295E-4
5.049609E-1	6.290235E-3	4.031213E-3	4.466921E-4
5.055664E-1	3.904454E-3	4.757363E-3	1.227598E-3
5.061719E-1	5.094294E-3	5.215020E-3	4.235308E-3
5.067773E-1	4.709884E-3	8.021986E-3	2.575882E-3
5.073828E-1	3.556655E-3	4.385134E-3	5.321037E-4
5.079883E-1	9.023814E-3	1.434376E-2	7.938511E-3
5.085937E-1	4.349881E-3	6.203560E-3	4.662366E-3
5.091992E-1	4.929547E-3	4.989242E-3	2.466067E-3
5.098047E-1	6.979731E-3	7.686371E-3	1.868185E-3
5.104102E-1	4.337678E-3	6.923608E-3	3.582519E-3
5.110156E-1	6.363456E-3	6.459848E-3	2.771108E-3
5.116211E-1	3.983777E-3	3.408798E-3	3.454401E-3
5.122266E-1	5.216328E-3	5.880149E-3	1.166590E-3
5.128320E-1	2.208171E-3	6.270683E-3	3.741140E-3
5.134375E-1	1.848168E-3	9.736676E-3	4.759979E-3
5.140430E-1	3.989879E-3	2.304318E-3	9.957668E-4
5.146484E-1	4.868529E-3	7.478899E-3	1.923093E-3
5.152539E-1	-7.389698E-4	2.540127E-4	9.774643E-4
5.158594E-1	1.231892E-3	5.245531E-3	2.874822E-3
5.164648E-1	3.916658E-3	3.085387E-3	2.398958E-3
5.170703E-1	2.080034E-3	3.286756E-3	-1.999959E-4
5.176758E-1	2.006813E-3	4.330216E-3	2.008505E-3
5.182813E-1	4.709884E-3	1.086556E-2	5.412768E-3
5.188867E-1	4.337678E-3	2.731465E-3	7.822378E-4
5.194922E-1	6.259726E-3	6.063212E-3	2.179328E-3
5.200977E-1	3.660385E-3	7.784004E-3	3.796048E-3
5.207031E-1	1.109857E-3	1.858865E-3	1.648556E-3
5.213086E-1	5.551924E-3	5.355368E-3	1.569245E-3
5.219141E-1	3.794623E-3	5.989987E-3	3.484905E-3
5.225195E-1	1.823761E-3	4.549891E-3	-3.952224E-4
5.231250E-1	4.569544E-3	6.996833E-3	4.753878E-3
5.237305E-1	5.387177E-3	8.864076E-3	4.784382E-3
5.243359E-1	3.831233E-3	3.353880E-3	1.416724E-3
5.249414E-1	5.191921E-3	1.054215E-2	4.979609E-3
5.255469E-1	3.617673E-3	2.780282E-3	2.496571E-3
5.261523E-1	5.295651E-3	4.281399E-3	1.581446E-3
5.267578E-1	4.905140E-3	4.671933E-3	2.905327E-3
5.273633E-1	2.623089E-3	3.176919E-3	4.222888E-4
5.279687E-1	7.632617E-3	2.938937E-3	7.273303E-4
5.285742E-1	7.504481E-3	6.734443E-3	4.186501E-3
5.291797E-1	5.362770E-3	4.769567E-3	3.753342E-3
5.297852E-1	4.770901E-3	8.455235E-3	4.552551E-3
5.303906E-1	4.423102E-3	6.893098E-3	3.564216E-3
5.309961E-1	4.880733E-3	2.865712E-3	8.249436E-4
5.316016E-1	5.313956E-3	7.680268E-3	5.656801E-3
5.322070E-1	1.866473E-3	2.731465E-3	3.228671E-3
5.328125E-1	3.141737E-3	4.793975E-3	-3.037100E-4
5.334180E-1	5.381075E-3	4.952630E-3	3.619124E-3
5.340234E-1	4.374288E-3	3.909171E-3	3.106654E-3
5.346289E-1	5.246837E-3	4.507176E-3	3.368990E-3
5.352344E-1	6.949223E-3	1.224464E-2	5.144331E-3
5.358398E-1	1.890880E-3	-9.175905E-4	-2.262076E-3
5.364453E-1	5.204125E-3	4.684137E-3	2.039009E-3
5.370508E-1	3.684792E-3	5.257735E-3	5.443272E-3
5.376562E-1	3.812928E-3	2.993856E-3	3.793649E-5
5.382617E-1	7.162783E-3	6.465951E-3	1.172473E-4
5.388672E-1	4.471916E-3	6.886995E-3	3.991274E-3
5.394727E-1	1.659014E-3	4.916017E-3	2.545378E-3
5.400781E-1	4.343780E-3	7.448389E-3	4.601357E-3
5.406836E-1	4.691579E-3	9.877024E-3	4.436635E-3
5.412891E-1	4.911241E-3	3.982396E-3	2.057311E-3
5.418945E-1	5.869215E-3	1.165884E-2	6.358396E-3
5.425000E-1	3.910556E-3	2.438565E-3	1.550942E-3
5.431055E-1	6.589220E-3	6.209662E-3	-5.477432E-4
5.437109E-1	3.031906E-3	3.842048E-3	2.527075E-3
5.443164E-1	8.413808E-4	1.547658E-3	7.456328E-4
5.449219E-1	7.150580E-3	7.906046E-3	4.973508E-3
5.455273E-1	5.808197E-3	1.115847E-2	4.930802E-3
5.461328E-1	3.086821E-3	5.575044E-3	1.715665E-3
5.467383E-1	5.381075E-3	1.243991E-2	8.042225E-3
5.473438E-1	2.372918E-3	3.854252E-3	3.240872E-3
5.479492E-1	2.604784E-3	8.703248E-4	-2.658630E-3
5.485547E-1	4.069201E-3	6.636809E-3	1.184893E-3
5.491602E-1	2.122746E-3	4.385134E-3	3.137158E-3
5.497656E-1	3.123432E-3	1.425616E-3	-2.243992E-4
5.503711E-1	7.022443E-3	9.034935E-3	4.033980E-3
5.509766E-1	5.728875E-3	8.687115E-3	2.569781E-3
5.515820E-1	3.373603E-3	4.659729E-3	3.393393E-3
5.521875E-1	6.705153E-3	1.085336E-2	6.718345E-3
5.527930E-1	3.367501E-3	9.984689E-4	1.496035E-3
5.533984E-1	3.977675E-3	7.552124E-3	2.478268E-3
5.540039E-1	2.171560E-3	2.383646E-3	2.344050E-3
5.546094E-1	3.202754E-3	5.031957E-3	2.850419E-3
5.552148E-1	7.089563E-3	8.125722E-3	5.370062E-3
5.558203E-1	4.258355E-3	8.693217E-3	3.082251E-3
5.564258E-1	4.197338E-3	5.922864E-3	1.959698E-3
5.570312E-1	4.313271E-3	7.845025E-3	4.241408E-3
5.576367E-1	3.001397E-3	1.999213E-3	1.325212E-3
5.582422E-1	3.465129E-3	1.895478E-3	-9.992046E-4
5.588477E-1	4.801410E-3	7.631452E-3	2.380655E-3
5.594531E-1	3.617673E-3	2.774180E-3	2.319647E-3
5.600586E-1	6.332947E-3	5.489615E-3	2.490470E-3
5.606641E-1	6.021758E-3	9.651247E-3	4.997911E-3
5.612695E-1	3.886149E-3	4.415645E-3	5.382046E-4
5.618750E-1	6.052267E-3	4.812281E-3	4.753878E-3
5.624805E-1	5.460398E-3	7.314142E-3	6.657337E-3
5.630859E-1	3.214958E-3	2.469075E-3	3.606922E-3
5.636914E-1	3.654283E-3	7.552124E-3	2.417260E-3
5.642969E-1	5.887520E-3	6.081518E-3	2.466067E-3
5.649023E-1	5.588535E-3	3.427105E-3	1.691261E-3
5.655078E-1	5.832604E-3	5.977783E-3	4.949105E-3
5.661133E-1	3.239365E-3	6.124233E-3	2.032908E-3
5.667188E-1	5.356668E-3	4.574300E-3	4.344904E-4
5.673242E-1	5.442093E-3	5.977783E-3	5.156533E-3
5.679297E-1	3.501739E-3	4.592606E-3	4.912500E-3
5.685352E-1	3.629876E-3	4.562095E-3	2.716201E-3
5.691406E-1	5.313956E-3	8.443031E-3	2.508773E-3
5.697461E-1	2.073932E-3	-7.711401E-4	-7.002639E-4
5.703516E-1	3.947167E-3	3.713903E-3	3.039545E-3
5.709570E-1	1.140366E-3	1.807875E-4	2.527075E-3
5.715625E-1	5.643450E-3	6.508665E-3	-4.747513E-5
5.721680E-1	8.383131E-3	8.522358E-3	4.149896E-3
5.727734E-1	4.770901E-3	7.613145E-3	4.509845E-3
5.733789E-1	5.088192E-3	4.665831E-3	3.429998E-3
5.739844E-1	5.826502E-3	1.143306E-2	4.833189E-3
5.745898E-1	1.848168E-3	1.431718E-3	1.660539E-4
5.751953E-1	3.568859E-3	3.012162E-3	1.941395E-3
5.758008E-1	3.916658E-3	6.728341E-3	6.376699E-3
5.764063E-1	3.672588E-3	5.251633E-3	1.910891E-3
5.770117E-1	5.612942E-3	8.308785E-3	1.282506E-3
5.776172E-1	5.381075E-3	8.632196E-3	6.321791E-3
5.782227E-1	2.360714E-3	3.445411E-3	3.070049E-3
5.788281E-1	5.021073E-3	5.758107E-3	3.314082E-3
5.794336E-1	5.240735E-3	8.180641E-3	9.591618E-4
5.800391E-1	2.305798E-3	8.215080E-4	1.963400E-5
5.806445E-1	2.256985E-3	5.245531E-3	2.789411E-3
5.812500E-1	4.124117E-3	4.586504E-3	3.753342E-3
5.818555E-1	4.880733E-3	6.209662E-3	-1.755708E-3
5.824609E-1	3.581062E-3	5.959476E-3	2.801612E-3
5.830664E-1	2.861057E-3	6.282888E-3	5.290751E-3
5.836719E-1	3.111228E-3	3.768822E-3	2.966335E-3
5.842773E-1	4.624460E-3	1.026146E-2	3.027343E-3
5.848828E-1	2.818345E-3	6.246275E-3	4.344904E-4
5.854883E-1	6.076674E-3	1.009060E-2	5.711708E-3
5.860937E-1	3.995980E-3	6.264581E-3	5.534784E-3
5.866992E-1	1.976304E-3	2.054132E-3	1.050456E-4
5.873047E-1	7.614312E-3	1.167714E-2	2.429462E-3
5.879102E-1	4.191236E-3	3.677291E-3	2.020706E-3
5.885156E-1	2.269188E-3	1.193736E-3	1.288607E-3
5.891211E-1	6.589220E-3	9.254610E-3	6.010649E-3
5.897266E-1	3.751911E-3	9.425469E-3	5.992129E-4
5.903320E-1	2.293595E-3	4.226480E-3	2.453647E-4
5.909375E-1	3.501739E-3	6.874791E-3	4.881996E-3
5.915430E-1	3.532416E-4	-4.721372E-4	2.569781E-3
5.921484E-1	3.324789E-3	4.861098E-3	-7.797928E-5
5.927539E-1	5.338363E-3	6.832077E-3	1.447228E-3
5.933594E-1	3.733606E-3	3.781027E-3	1.563144E-3
5.939648E-1	6.705153E-3	6.771056E-3	5.839826E-3
5.945703E-1	5.350567E-3	1.061538E-2	5.241944E-3
5.951758E-1	4.722087E-3	5.147897E-3	-1.334750E-3
5.957813E-1	6.491592E-3	6.197458E-3	2.826016E-3
5.963867E-1	4.020387E-3	2.414156E-3	4.393929E-3
5.969922E-1	1.408843E-3	1.474433E-3	1.300808E-3
5.975977E-1	4.368187E-3	8.485746E-3	2.142723E-3
5.982031E-1	4.526832E-3	5.196714E-3	2.453865E-3
5.988086E-1	6.088877E-3	6.612401E-3	4.326820E-3
5.994141E-1	5.716671E-3	6.600197E-3	7.267420E-3
6.000195E-1	2.635292E-3	7.106671E-3	1.532640E-3
6.006250E-1	4.551239E-3	3.573555E-3	8.064230E-5
6.012305E-1	4.618358E-3	7.314142E-3	3.881459E-3
6.018359E-1	2.012915E-3	-2.247848E-3	5.199021E-4
6.024414E-1	6.418371E-3	7.234815E-3	2.392857E-3
6.030469E-1	4.966157E-3	3.280654E-3	1.398422E-3
6.036523E-1	3.306484E-3	3.152510E-3	7.517336E-4
6.042578E-1	6.052267E-3	6.130335E-3	6.187573E-3
6.048633E-1	4.325474E-3	5.367573E-3	4.357324E-3
